method,method_label,as_of_hour,n_components,n_defects,n_healthy,n_tester_faults,true_positives,false_positives,false_negatives,true_negatives,defect_recall,false_negative_rate,false_positive_rate,precision,recall_after_onset,n_early_warnings,median_lead_time_hours,mean_lead_time_hours,min_lead_time_hours,n_detected_after_crossing,n_detected_never_crossing,tester_fault_flag_rate,false_positive_rate_incl_tester_faults,contamination,robust_threshold,fixed_limit_fraction,random_state,fit_scope,minimum_observations
combined,Combined robust + Isolation Forest (existing detector),12.0,200,48,144,8,21,13,27,131,0.4375,0.5625,0.09027777777777778,0.6176470588235294,0.6176470588235294,13,108.0,122.76923076923077,108.0,4,4,0.125,0.09210526315789473,0.2,3.5,0.8,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",12.0,200,48,144,8,21,7,27,137,0.4375,0.5625,0.04861111111111111,0.75,0.6176470588235294,13,108.0,124.61538461538461,108.0,4,4,0.125,0.05263157894736842,0.2,3.5,0.8,42,per_family,2
fixed_limit,Fixed upper-limit screening,12.0,200,48,144,8,4,0,44,144,0.08333333333333333,0.9166666666666666,0.0,1.0,0.11764705882352941,0,,,,4,0,0.0,0.0,0.2,3.5,1.0,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),12.0,200,48,144,8,13,1,35,143,0.2708333333333333,0.7291666666666666,0.006944444444444444,0.9285714285714286,0.38235294117647056,5,108.0,117.6,108.0,4,4,0.125,0.013157894736842105,0.2,3.5,1.0,42,per_family,2
isolation_forest,Isolation Forest,12.0,200,48,144,8,20,13,28,131,0.4166666666666667,0.5833333333333334,0.09027777777777778,0.6060606060606061,0.5882352941176471,13,108.0,122.76923076923077,108.0,4,3,0.125,0.09210526315789473,0.2,3.5,1.0,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),12.0,200,48,144,8,21,13,27,131,0.4375,0.5625,0.09027777777777778,0.6176470588235294,0.6176470588235294,13,108.0,122.76923076923077,108.0,4,4,0.125,0.09210526315789473,0.2,3.5,1.0,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",12.0,200,48,144,8,21,7,27,137,0.4375,0.5625,0.04861111111111111,0.75,0.6176470588235294,13,108.0,124.61538461538461,108.0,4,4,0.125,0.05263157894736842,0.2,3.5,1.0,42,per_family,2
fixed_limit,Fixed upper-limit screening,12.0,200,48,144,8,4,0,44,144,0.08333333333333333,0.9166666666666666,0.0,1.0,0.11764705882352941,0,,,,4,0,0.0,0.0,0.2,4.5,0.8,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),12.0,200,48,144,8,10,0,38,144,0.20833333333333334,0.7916666666666666,0.0,1.0,0.29411764705882354,3,132.0,124.0,108.0,4,3,0.125,0.006578947368421052,0.2,4.5,0.8,42,per_family,2
isolation_forest,Isolation Forest,12.0,200,48,144,8,20,13,28,131,0.4166666666666667,0.5833333333333334,0.09027777777777778,0.6060606060606061,0.5882352941176471,13,108.0,122.76923076923077,108.0,4,3,0.125,0.09210526315789473,0.2,4.5,0.8,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),12.0,200,48,144,8,20,13,28,131,0.4166666666666667,0.5833333333333334,0.09027777777777778,0.6060606060606061,0.5882352941176471,13,108.0,122.76923076923077,108.0,4,3,0.125,0.09210526315789473,0.2,4.5,0.8,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",12.0,200,48,144,8,18,3,30,141,0.375,0.625,0.020833333333333332,0.8571428571428571,0.5294117647058824,11,108.0,123.27272727272727,108.0,4,3,0.125,0.02631578947368421,0.2,4.5,0.8,42,per_family,2
fixed_limit,Fixed upper-limit screening,12.0,200,48,144,8,4,0,44,144,0.08333333333333333,0.9166666666666666,0.0,1.0,0.11764705882352941,0,,,,4,0,0.0,0.0,0.2,4.5,1.0,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),12.0,200,48,144,8,10,0,38,144,0.20833333333333334,0.7916666666666666,0.0,1.0,0.29411764705882354,3,132.0,124.0,108.0,4,3,0.125,0.006578947368421052,0.2,4.5,1.0,42,per_family,2
isolation_forest,Isolation Forest,12.0,200,48,144,8,20,13,28,131,0.4166666666666667,0.5833333333333334,0.09027777777777778,0.6060606060606061,0.5882352941176471,13,108.0,122.76923076923077,108.0,4,3,0.125,0.09210526315789473,0.2,4.5,1.0,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),12.0,200,48,144,8,20,13,28,131,0.4166666666666667,0.5833333333333334,0.09027777777777778,0.6060606060606061,0.5882352941176471,13,108.0,122.76923076923077,108.0,4,3,0.125,0.09210526315789473,0.2,4.5,1.0,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",12.0,200,48,144,8,18,3,30,141,0.375,0.625,0.020833333333333332,0.8571428571428571,0.5294117647058824,11,108.0,123.27272727272727,108.0,4,3,0.125,0.02631578947368421,0.2,4.5,1.0,42,per_family,2
fixed_limit,Fixed upper-limit screening,24.0,200,48,144,8,5,0,43,144,0.10416666666666667,0.8958333333333334,0.0,1.0,0.13513513513513514,0,,,,5,0,0.0,0.0,0.05,2.5,0.8,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),24.0,200,48,144,8,24,2,24,142,0.5,0.5,0.013888888888888888,0.9230769230769231,0.6486486486486487,14,108.0,114.85714285714286,96.0,6,4,0.125,0.019736842105263157,0.05,2.5,0.8,42,per_family,2
isolation_forest,Isolation Forest,24.0,200,48,144,8,8,0,40,144,0.16666666666666666,0.8333333333333334,0.0,1.0,0.21621621621621623,1,96.0,96.0,96.0,5,2,0.0,0.0,0.05,2.5,0.8,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),24.0,200,48,144,8,24,2,24,142,0.5,0.5,0.013888888888888888,0.9230769230769231,0.6486486486486487,14,108.0,114.85714285714286,96.0,6,4,0.125,0.019736842105263157,0.05,2.5,0.8,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",24.0,200,48,144,8,26,11,22,133,0.5416666666666666,0.4583333333333333,0.0763888888888889,0.7027027027027027,0.7027027027027027,16,108.0,114.0,96.0,6,4,0.125,0.07894736842105263,0.05,2.5,0.8,42,per_family,2
fixed_limit,Fixed upper-limit screening,24.0,200,48,144,8,4,0,44,144,0.08333333333333333,0.9166666666666666,0.0,1.0,0.10810810810810811,0,,,,4,0,0.0,0.0,0.05,2.5,1.0,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),24.0,200,48,144,8,24,2,24,142,0.5,0.5,0.013888888888888888,0.9230769230769231,0.6486486486486487,14,108.0,114.85714285714286,96.0,6,4,0.125,0.019736842105263157,0.05,2.5,1.0,42,per_family,2
isolation_forest,Isolation Forest,24.0,200,48,144,8,8,0,40,144,0.16666666666666666,0.8333333333333334,0.0,1.0,0.21621621621621623,1,96.0,96.0,96.0,5,2,0.0,0.0,0.05,2.5,1.0,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),24.0,200,48,144,8,24,2,24,142,0.5,0.5,0.013888888888888888,0.9230769230769231,0.6486486486486487,14,108.0,114.85714285714286,96.0,6,4,0.125,0.019736842105263157,0.05,2.5,1.0,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",24.0,200,48,144,8,26,11,22,133,0.5416666666666666,0.4583333333333333,0.0763888888888889,0.7027027027027027,0.7027027027027027,16,108.0,114.0,96.0,6,4,0.125,0.07894736842105263,0.05,2.5,1.0,42,per_family,2
fixed_limit,Fixed upper-limit screening,24.0,200,48,144,8,5,0,43,144,0.10416666666666667,0.8958333333333334,0.0,1.0,0.13513513513513514,0,,,,5,0,0.0,0.0,0.05,3.5,0.8,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),24.0,200,48,144,8,22,0,26,144,0.4583333333333333,0.5416666666666666,0.0,1.0,0.5945945945945946,14,108.0,114.85714285714286,96.0,6,2,0.125,0.006578947368421052,0.05,3.5,0.8,42,per_family,2
isolation_forest,Isolation Forest,24.0,200,48,144,8,8,0,40,144,0.16666666666666666,0.8333333333333334,0.0,1.0,0.21621621621621623,1,96.0,96.0,96.0,5,2,0.0,0.0,0.05,3.5,0.8,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),24.0,200,48,144,8,22,0,26,144,0.4583333333333333,0.5416666666666666,0.0,1.0,0.5945945945945946,14,108.0,114.85714285714286,96.0,6,2,0.125,0.006578947368421052,0.05,3.5,0.8,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",24.0,200,48,144,8,25,3,23,141,0.5208333333333334,0.4791666666666667,0.020833333333333332,0.8928571428571429,0.6756756756756757,15,96.0,113.6,96.0,6,4,0.125,0.02631578947368421,0.05,3.5,0.8,42,per_family,2
fixed_limit,Fixed upper-limit screening,24.0,200,48,144,8,4,0,44,144,0.08333333333333333,0.9166666666666666,0.0,1.0,0.10810810810810811,0,,,,4,0,0.0,0.0,0.05,3.5,1.0,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),24.0,200,48,144,8,22,0,26,144,0.4583333333333333,0.5416666666666666,0.0,1.0,0.5945945945945946,14,108.0,114.85714285714286,96.0,6,2,0.125,0.006578947368421052,0.05,3.5,1.0,42,per_family,2
isolation_forest,Isolation Forest,24.0,200,48,144,8,8,0,40,144,0.16666666666666666,0.8333333333333334,0.0,1.0,0.21621621621621623,1,96.0,96.0,96.0,5,2,0.0,0.0,0.05,3.5,1.0,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),24.0,200,48,144,8,22,0,26,144,0.4583333333333333,0.5416666666666666,0.0,1.0,0.5945945945945946,14,108.0,114.85714285714286,96.0,6,2,0.125,0.006578947368421052,0.05,3.5,1.0,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",24.0,200,48,144,8,25,3,23,141,0.5208333333333334,0.4791666666666667,0.020833333333333332,0.8928571428571429,0.6756756756756757,15,96.0,113.6,96.0,6,4,0.125,0.02631578947368421,0.05,3.5,1.0,42,per_family,2
fixed_limit,Fixed upper-limit screening,24.0,200,48,144,8,5,0,43,144,0.10416666666666667,0.8958333333333334,0.0,1.0,0.13513513513513514,0,,,,5,0,0.0,0.0,0.05,4.5,0.8,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),24.0,200,48,144,8,21,0,27,144,0.4375,0.5625,0.0,1.0,0.5675675675675675,13,96.0,114.46153846153847,96.0,6,2,0.125,0.006578947368421052,0.05,4.5,0.8,42,per_family,2
isolation_forest,Isolation Forest,24.0,200,48,144,8,8,0,40,144,0.16666666666666666,0.8333333333333334,0.0,1.0,0.21621621621621623,1,96.0,96.0,96.0,5,2,0.0,0.0,0.05,4.5,0.8,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),24.0,200,48,144,8,21,0,27,144,0.4375,0.5625,0.0,1.0,0.5675675675675675,13,96.0,114.46153846153847,96.0,6,2,0.125,0.006578947368421052,0.05,4.5,0.8,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",24.0,200,48,144,8,24,0,24,144,0.5,0.5,0.0,1.0,0.6486486486486487,14,108.0,114.85714285714286,96.0,6,4,0.125,0.006578947368421052,0.05,4.5,0.8,42,per_family,2
fixed_limit,Fixed upper-limit screening,24.0,200,48,144,8,4,0,44,144,0.08333333333333333,0.9166666666666666,0.0,1.0,0.10810810810810811,0,,,,4,0,0.0,0.0,0.05,4.5,1.0,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),24.0,200,48,144,8,21,0,27,144,0.4375,0.5625,0.0,1.0,0.5675675675675675,13,96.0,114.46153846153847,96.0,6,2,0.125,0.006578947368421052,0.05,4.5,1.0,42,per_family,2
isolation_forest,Isolation Forest,24.0,200,48,144,8,8,0,40,144,0.16666666666666666,0.8333333333333334,0.0,1.0,0.21621621621621623,1,96.0,96.0,96.0,5,2,0.0,0.0,0.05,4.5,1.0,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),24.0,200,48,144,8,21,0,27,144,0.4375,0.5625,0.0,1.0,0.5675675675675675,13,96.0,114.46153846153847,96.0,6,2,0.125,0.006578947368421052,0.05,4.5,1.0,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",24.0,200,48,144,8,24,0,24,144,0.5,0.5,0.0,1.0,0.6486486486486487,14,108.0,114.85714285714286,96.0,6,4,0.125,0.006578947368421052,0.05,4.5,1.0,42,per_family,2
fixed_limit,Fixed upper-limit screening,24.0,200,48,144,8,5,0,43,144,0.10416666666666667,0.8958333333333334,0.0,1.0,0.13513513513513514,0,,,,5,0,0.0,0.0,0.1,2.5,0.8,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),24.0,200,48,144,8,24,2,24,142,0.5,0.5,0.013888888888888888,0.9230769230769231,0.6486486486486487,14,108.0,114.85714285714286,96.0,6,4,0.125,0.019736842105263157,0.1,2.5,0.8,42,per_family,2
isolation_forest,Isolation Forest,24.0,200,48,144,8,21,0,27,144,0.4375,0.5625,0.0,1.0,0.5675675675675675,13,96.0,112.61538461538461,96.0,6,2,0.125,0.006578947368421052,0.1,2.5,0.8,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),24.0,200,48,144,8,24,2,24,142,0.5,0.5,0.013888888888888888,0.9230769230769231,0.6486486486486487,14,108.0,114.85714285714286,96.0,6,4,0.125,0.019736842105263157,0.1,2.5,0.8,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",24.0,200,48,144,8,26,11,22,133,0.5416666666666666,0.4583333333333333,0.0763888888888889,0.7027027027027027,0.7027027027027027,16,108.0,114.0,96.0,6,4,0.125,0.07894736842105263,0.1,2.5,0.8,42,per_family,2
fixed_limit,Fixed upper-limit screening,24.0,200,48,144,8,4,0,44,144,0.08333333333333333,0.9166666666666666,0.0,1.0,0.10810810810810811,0,,,,4,0,0.0,0.0,0.1,2.5,1.0,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),24.0,200,48,144,8,24,2,24,142,0.5,0.5,0.013888888888888888,0.9230769230769231,0.6486486486486487,14,108.0,114.85714285714286,96.0,6,4,0.125,0.019736842105263157,0.1,2.5,1.0,42,per_family,2
isolation_forest,Isolation Forest,24.0,200,48,144,8,21,0,27,144,0.4375,0.5625,0.0,1.0,0.5675675675675675,13,96.0,112.61538461538461,96.0,6,2,0.125,0.006578947368421052,0.1,2.5,1.0,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),24.0,200,48,144,8,24,2,24,142,0.5,0.5,0.013888888888888888,0.9230769230769231,0.6486486486486487,14,108.0,114.85714285714286,96.0,6,4,0.125,0.019736842105263157,0.1,2.5,1.0,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",24.0,200,48,144,8,26,11,22,133,0.5416666666666666,0.4583333333333333,0.0763888888888889,0.7027027027027027,0.7027027027027027,16,108.0,114.0,96.0,6,4,0.125,0.07894736842105263,0.1,2.5,1.0,42,per_family,2
fixed_limit,Fixed upper-limit screening,24.0,200,48,144,8,5,0,43,144,0.10416666666666667,0.8958333333333334,0.0,1.0,0.13513513513513514,0,,,,5,0,0.0,0.0,0.1,3.5,0.8,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),24.0,200,48,144,8,22,0,26,144,0.4583333333333333,0.5416666666666666,0.0,1.0,0.5945945945945946,14,108.0,114.85714285714286,96.0,6,2,0.125,0.006578947368421052,0.1,3.5,0.8,42,per_family,2
isolation_forest,Isolation Forest,24.0,200,48,144,8,21,0,27,144,0.4375,0.5625,0.0,1.0,0.5675675675675675,13,96.0,112.61538461538461,96.0,6,2,0.125,0.006578947368421052,0.1,3.5,0.8,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),24.0,200,48,144,8,22,0,26,144,0.4583333333333333,0.5416666666666666,0.0,1.0,0.5945945945945946,14,108.0,114.85714285714286,96.0,6,2,0.125,0.006578947368421052,0.1,3.5,0.8,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",24.0,200,48,144,8,25,3,23,141,0.5208333333333334,0.4791666666666667,0.020833333333333332,0.8928571428571429,0.6756756756756757,15,96.0,113.6,96.0,6,4,0.125,0.02631578947368421,0.1,3.5,0.8,42,per_family,2
fixed_limit,Fixed upper-limit screening,24.0,200,48,144,8,4,0,44,144,0.08333333333333333,0.9166666666666666,0.0,1.0,0.10810810810810811,0,,,,4,0,0.0,0.0,0.1,3.5,1.0,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),24.0,200,48,144,8,22,0,26,144,0.4583333333333333,0.5416666666666666,0.0,1.0,0.5945945945945946,14,108.0,114.85714285714286,96.0,6,2,0.125,0.006578947368421052,0.1,3.5,1.0,42,per_family,2
isolation_forest,Isolation Forest,24.0,200,48,144,8,21,0,27,144,0.4375,0.5625,0.0,1.0,0.5675675675675675,13,96.0,112.61538461538461,96.0,6,2,0.125,0.006578947368421052,0.1,3.5,1.0,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),24.0,200,48,144,8,22,0,26,144,0.4583333333333333,0.5416666666666666,0.0,1.0,0.5945945945945946,14,108.0,114.85714285714286,96.0,6,2,0.125,0.006578947368421052,0.1,3.5,1.0,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",24.0,200,48,144,8,25,3,23,141,0.5208333333333334,0.4791666666666667,0.020833333333333332,0.8928571428571429,0.6756756756756757,15,96.0,113.6,96.0,6,4,0.125,0.02631578947368421,0.1,3.5,1.0,42,per_family,2
fixed_limit,Fixed upper-limit screening,24.0,200,48,144,8,5,0,43,144,0.10416666666666667,0.8958333333333334,0.0,1.0,0.13513513513513514,0,,,,5,0,0.0,0.0,0.1,4.5,0.8,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),24.0,200,48,144,8,21,0,27,144,0.4375,0.5625,0.0,1.0,0.5675675675675675,13,96.0,114.46153846153847,96.0,6,2,0.125,0.006578947368421052,0.1,4.5,0.8,42,per_family,2
isolation_forest,Isolation Forest,24.0,200,48,144,8,21,0,27,144,0.4375,0.5625,0.0,1.0,0.5675675675675675,13,96.0,112.61538461538461,96.0,6,2,0.125,0.006578947368421052,0.1,4.5,0.8,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),24.0,200,48,144,8,22,0,26,144,0.4583333333333333,0.5416666666666666,0.0,1.0,0.5945945945945946,14,108.0,114.85714285714286,96.0,6,2,0.125,0.006578947368421052,0.1,4.5,0.8,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",24.0,200,48,144,8,24,0,24,144,0.5,0.5,0.0,1.0,0.6486486486486487,14,108.0,114.85714285714286,96.0,6,4,0.125,0.006578947368421052,0.1,4.5,0.8,42,per_family,2
fixed_limit,Fixed upper-limit screening,24.0,200,48,144,8,4,0,44,144,0.08333333333333333,0.9166666666666666,0.0,1.0,0.10810810810810811,0,,,,4,0,0.0,0.0,0.1,4.5,1.0,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),24.0,200,48,144,8,21,0,27,144,0.4375,0.5625,0.0,1.0,0.5675675675675675,13,96.0,114.46153846153847,96.0,6,2,0.125,0.006578947368421052,0.1,4.5,1.0,42,per_family,2
isolation_forest,Isolation Forest,24.0,200,48,144,8,21,0,27,144,0.4375,0.5625,0.0,1.0,0.5675675675675675,13,96.0,112.61538461538461,96.0,6,2,0.125,0.006578947368421052,0.1,4.5,1.0,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),24.0,200,48,144,8,22,0,26,144,0.4583333333333333,0.5416666666666666,0.0,1.0,0.5945945945945946,14,108.0,114.85714285714286,96.0,6,2,0.125,0.006578947368421052,0.1,4.5,1.0,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",24.0,200,48,144,8,24,0,24,144,0.5,0.5,0.0,1.0,0.6486486486486487,14,108.0,114.85714285714286,96.0,6,4,0.125,0.006578947368421052,0.1,4.5,1.0,42,per_family,2
fixed_limit,Fixed upper-limit screening,24.0,200,48,144,8,5,0,43,144,0.10416666666666667,0.8958333333333334,0.0,1.0,0.13513513513513514,0,,,,5,0,0.0,0.0,0.15,2.5,0.8,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),24.0,200,48,144,8,24,2,24,142,0.5,0.5,0.013888888888888888,0.9230769230769231,0.6486486486486487,14,108.0,114.85714285714286,96.0,6,4,0.125,0.019736842105263157,0.15,2.5,0.8,42,per_family,2
isolation_forest,Isolation Forest,24.0,200,48,144,8,24,1,24,143,0.5,0.5,0.006944444444444444,0.96,0.6486486486486487,14,108.0,114.85714285714286,96.0,6,4,0.125,0.013157894736842105,0.15,2.5,0.8,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),24.0,200,48,144,8,25,2,23,142,0.5208333333333334,0.4791666666666667,0.013888888888888888,0.9259259259259259,0.6756756756756757,14,108.0,114.85714285714286,96.0,6,5,0.125,0.019736842105263157,0.15,2.5,0.8,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",24.0,200,48,144,8,26,11,22,133,0.5416666666666666,0.4583333333333333,0.0763888888888889,0.7027027027027027,0.7027027027027027,16,108.0,114.0,96.0,6,4,0.125,0.07894736842105263,0.15,2.5,0.8,42,per_family,2
fixed_limit,Fixed upper-limit screening,24.0,200,48,144,8,4,0,44,144,0.08333333333333333,0.9166666666666666,0.0,1.0,0.10810810810810811,0,,,,4,0,0.0,0.0,0.15,2.5,1.0,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),24.0,200,48,144,8,24,2,24,142,0.5,0.5,0.013888888888888888,0.9230769230769231,0.6486486486486487,14,108.0,114.85714285714286,96.0,6,4,0.125,0.019736842105263157,0.15,2.5,1.0,42,per_family,2
isolation_forest,Isolation Forest,24.0,200,48,144,8,24,1,24,143,0.5,0.5,0.006944444444444444,0.96,0.6486486486486487,14,108.0,114.85714285714286,96.0,6,4,0.125,0.013157894736842105,0.15,2.5,1.0,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),24.0,200,48,144,8,25,2,23,142,0.5208333333333334,0.4791666666666667,0.013888888888888888,0.9259259259259259,0.6756756756756757,14,108.0,114.85714285714286,96.0,6,5,0.125,0.019736842105263157,0.15,2.5,1.0,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",24.0,200,48,144,8,26,11,22,133,0.5416666666666666,0.4583333333333333,0.0763888888888889,0.7027027027027027,0.7027027027027027,16,108.0,114.0,96.0,6,4,0.125,0.07894736842105263,0.15,2.5,1.0,42,per_family,2
fixed_limit,Fixed upper-limit screening,24.0,200,48,144,8,5,0,43,144,0.10416666666666667,0.8958333333333334,0.0,1.0,0.13513513513513514,0,,,,5,0,0.0,0.0,0.15,3.5,0.8,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),24.0,200,48,144,8,22,0,26,144,0.4583333333333333,0.5416666666666666,0.0,1.0,0.5945945945945946,14,108.0,114.85714285714286,96.0,6,2,0.125,0.006578947368421052,0.15,3.5,0.8,42,per_family,2
isolation_forest,Isolation Forest,24.0,200,48,144,8,24,1,24,143,0.5,0.5,0.006944444444444444,0.96,0.6486486486486487,14,108.0,114.85714285714286,96.0,6,4,0.125,0.013157894736842105,0.15,3.5,0.8,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),24.0,200,48,144,8,24,1,24,143,0.5,0.5,0.006944444444444444,0.96,0.6486486486486487,14,108.0,114.85714285714286,96.0,6,4,0.125,0.013157894736842105,0.15,3.5,0.8,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",24.0,200,48,144,8,25,3,23,141,0.5208333333333334,0.4791666666666667,0.020833333333333332,0.8928571428571429,0.6756756756756757,15,96.0,113.6,96.0,6,4,0.125,0.02631578947368421,0.15,3.5,0.8,42,per_family,2
fixed_limit,Fixed upper-limit screening,24.0,200,48,144,8,4,0,44,144,0.08333333333333333,0.9166666666666666,0.0,1.0,0.10810810810810811,0,,,,4,0,0.0,0.0,0.15,3.5,1.0,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),24.0,200,48,144,8,22,0,26,144,0.4583333333333333,0.5416666666666666,0.0,1.0,0.5945945945945946,14,108.0,114.85714285714286,96.0,6,2,0.125,0.006578947368421052,0.15,3.5,1.0,42,per_family,2
isolation_forest,Isolation Forest,24.0,200,48,144,8,24,1,24,143,0.5,0.5,0.006944444444444444,0.96,0.6486486486486487,14,108.0,114.85714285714286,96.0,6,4,0.125,0.013157894736842105,0.15,3.5,1.0,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),24.0,200,48,144,8,24,1,24,143,0.5,0.5,0.006944444444444444,0.96,0.6486486486486487,14,108.0,114.85714285714286,96.0,6,4,0.125,0.013157894736842105,0.15,3.5,1.0,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",24.0,200,48,144,8,25,3,23,141,0.5208333333333334,0.4791666666666667,0.020833333333333332,0.8928571428571429,0.6756756756756757,15,96.0,113.6,96.0,6,4,0.125,0.02631578947368421,0.15,3.5,1.0,42,per_family,2
fixed_limit,Fixed upper-limit screening,24.0,200,48,144,8,5,0,43,144,0.10416666666666667,0.8958333333333334,0.0,1.0,0.13513513513513514,0,,,,5,0,0.0,0.0,0.15,4.5,0.8,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),24.0,200,48,144,8,21,0,27,144,0.4375,0.5625,0.0,1.0,0.5675675675675675,13,96.0,114.46153846153847,96.0,6,2,0.125,0.006578947368421052,0.15,4.5,0.8,42,per_family,2
isolation_forest,Isolation Forest,24.0,200,48,144,8,24,1,24,143,0.5,0.5,0.006944444444444444,0.96,0.6486486486486487,14,108.0,114.85714285714286,96.0,6,4,0.125,0.013157894736842105,0.15,4.5,0.8,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),24.0,200,48,144,8,24,1,24,143,0.5,0.5,0.006944444444444444,0.96,0.6486486486486487,14,108.0,114.85714285714286,96.0,6,4,0.125,0.013157894736842105,0.15,4.5,0.8,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",24.0,200,48,144,8,24,0,24,144,0.5,0.5,0.0,1.0,0.6486486486486487,14,108.0,114.85714285714286,96.0,6,4,0.125,0.006578947368421052,0.15,4.5,0.8,42,per_family,2
fixed_limit,Fixed upper-limit screening,24.0,200,48,144,8,4,0,44,144,0.08333333333333333,0.9166666666666666,0.0,1.0,0.10810810810810811,0,,,,4,0,0.0,0.0,0.15,4.5,1.0,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),24.0,200,48,144,8,21,0,27,144,0.4375,0.5625,0.0,1.0,0.5675675675675675,13,96.0,114.46153846153847,96.0,6,2,0.125,0.006578947368421052,0.15,4.5,1.0,42,per_family,2
isolation_forest,Isolation Forest,24.0,200,48,144,8,24,1,24,143,0.5,0.5,0.006944444444444444,0.96,0.6486486486486487,14,108.0,114.85714285714286,96.0,6,4,0.125,0.013157894736842105,0.15,4.5,1.0,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),24.0,200,48,144,8,24,1,24,143,0.5,0.5,0.006944444444444444,0.96,0.6486486486486487,14,108.0,114.85714285714286,96.0,6,4,0.125,0.013157894736842105,0.15,4.5,1.0,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",24.0,200,48,144,8,24,0,24,144,0.5,0.5,0.0,1.0,0.6486486486486487,14,108.0,114.85714285714286,96.0,6,4,0.125,0.006578947368421052,0.15,4.5,1.0,42,per_family,2
fixed_limit,Fixed upper-limit screening,24.0,200,48,144,8,5,0,43,144,0.10416666666666667,0.8958333333333334,0.0,1.0,0.13513513513513514,0,,,,5,0,0.0,0.0,0.2,2.5,0.8,42,per_family,2
