component_id,has_0h,has_24h
MLCC_C001834,True,True
MLCC_C001835,True,True
MLCC_C001836,True,True
MLCC_C001837,True,True
MLCC_C001838,True,True
MLCC_C001839,True,True
MLCC_C001840,True,True
MLCC_C001841,True,True
MLCC_C001845,True,True
MLCC_C001846,True,True
MLCC_C001848,True,True
MLCC_C001853,True,True
MLCC_C001854,True,True
MLCC_C001855,True,True
MLCC_C001861,True,True
MLCC_C001862,True,True
MLCC_C001867,True,True
MLCC_C001868,True,True
MLCC_C001871,True,True
MLCC_C001873,True,True
MLCC_C001876,True,True
MLCC_C001877,True,True
MLCC_C001878,True,True
MLCC_C001879,True,True
MLCC_C001881,True,True
MLCC_C001882,True,True
MLCC_C001883,True,True
MLCC_C001884,True,True
MLCC_C001887,True,True
MLCC_C001889,True,True
MLCC_C001890,True,True
MLCC_C001891,True,True
MLCC_C001892,True,True
MLCC_C001893,True,True
MLCC_C001896,True,True
MLCC_C001897,True,True
MLCC_C001898,True,True
MLCC_C001899,True,True
MLCC_C001900,True,True
MLCC_C001902,True,True
MLCC_C001904,True,True
MLCC_C001907,True,True
MLCC_C001909,True,True
MLCC_C001911,True,True
MLCC_C001913,True,True
MLCC_C001914,True,True
MLCC_C001915,True,True
MLCC_C001922,True,True
MLCC_C001923,True,True
MLCC_C001925,True,True
MLCC_C001926,True,True
MLCC_C001927,True,True
MLCC_C001929,True,True
MLCC_C001933,True,True
MLCC_C001934,True,True
MLCC_C001935,True,True
MLCC_C001936,True,True
MLCC_C001937,True,True
MLCC_C001938,True,True
MLCC_C001939,True,True
MLCC_C001940,True,True
MLCC_C001941,True,True
MLCC_C001942,True,True
MLCC_C001945,True,True
MLCC_C001946,True,True
MLCC_C001947,True,True
MLCC_C001948,True,True
MLCC_C001952,True,True
MLCC_C001953,True,True
MLCC_C001954,True,True
MLCC_C001955,True,True
MLCC_C001958,True,True
MLCC_C001961,True,True
MLCC_C001963,True,True
MLCC_C001964,True,True
MLCC_C001965,True,True
MLCC_C001966,True,True
MLCC_C001967,True,True
MLCC_C001968,True,True
MLCC_C001969,True,True
MLCC_C001970,True,True
MLCC_C001971,True,True
MLCC_C001973,True,True
MLCC_C001974,True,True
MLCC_C001975,True,True
MLCC_C001976,True,True
MLCC_C001978,True,True
MLCC_C001986,True,True
MLCC_C001987,True,True
MLCC_C001988,True,True
MLCC_C001989,True,True
MLCC_C001991,True,True
MLCC_C001992,True,True
MLCC_C001993,True,True
MLCC_C001995,True,True
MLCC_C001996,True,True
MLCC_C001997,True,True
MLCC_C001999,True,True
MLCC_C002001,True,True
MLCC_C002004,True,True
MLCC_C002007,True,True
MLCC_C002009,True,True
MLCC_C002010,True,True
MLCC_C002012,True,True
MLCC_C002013,True,True
MLCC_C002014,True,True
MLCC_C002017,True,True
MLCC_C002019,True,True
MLCC_C002020,True,True
MLCC_C002021,True,True
MLCC_C002022,True,True
MLCC_C002023,True,True
MLCC_C002025,True,True
MLCC_C002027,True,True
MLCC_C002028,True,True
MLCC_C002029,True,True
MLCC_C002030,True,True
MLCC_C002031,True,True
MLCC_C002032,True,True
MLCC_C002033,True,True
MLCC_C002034,True,True
MLCC_C002035,True,True
MLCC_C002036,True,True
MLCC_C002037,True,True
MLCC_C002038,True,True
MLCC_C002040,True,True
MLCC_C002041,True,True
MLCC_C002043,True,True
MLCC_C002047,True,True
MLCC_C002048,True,True
MLCC_C002051,True,True
MLCC_C002052,True,True
MLCC_C002056,True,True
MLCC_C002060,True,True
MLCC_C002061,True,True
MLCC_C002062,True,True
MLCC_C002063,True,True
MLCC_C002066,True,True
MLCC_C002067,True,True
MLCC_C002070,True,True
MLCC_C002071,True,True
MLCC_C002072,True,True
MLCC_C002073,True,True
MLCC_C002075,True,True
MLCC_C002076,True,True
MLCC_C002078,True,True
MLCC_C002080,True,True
MLCC_C002085,True,True
MLCC_C002086,True,True
MLCC_C002088,True,True
MLCC_C002090,True,True
MLCC_C002091,True,True
MLCC_C002092,True,True
MLCC_C002093,True,True
MLCC_C002095,True,True
MLCC_C002097,True,True
MLCC_C002100,True,True
MLCC_C002101,True,True
MLCC_C002102,True,True
MLCC_C002104,True,True
MLCC_C002109,True,True
MLCC_C002110,True,True
MLCC_C002115,True,True
MLCC_C002116,True,True
MLCC_C002119,True,True
MLCC_C002121,True,True
MLCC_C002123,True,True
MLCC_C002124,True,True
MLCC_C002125,True,True
MLCC_C002126,True,True
MLCC_C002128,True,True
MLCC_C002129,True,True
MLCC_C002131,True,True
MLCC_C002132,True,True
MLCC_C002133,True,True
MLCC_C002134,True,True
MLCC_C002135,True,True
MLCC_C002136,True,True
MLCC_C002137,True,True
MLCC_C002139,True,True
MLCC_C002140,True,True
MLCC_C002141,True,True
MLCC_C002143,True,True
MLCC_C002144,True,True
MLCC_C002145,True,True
MLCC_C002148,True,True
MLCC_C002149,True,True
MLCC_C002150,True,True
MLCC_C002151,True,True
MLCC_C002155,True,True
MLCC_C002156,True,True
MLCC_C002157,True,True
MLCC_C002159,True,True
MLCC_C002160,True,True
MLCC_C002161,True,True
MLCC_C002164,True,True
MLCC_C002165,True,True
MLCC_C002167,True,True
MLCC_C002169,True,True
MLCC_C002172,True,True
MLCC_C002175,True,True
MLCC_C002176,True,True
MLCC_C002177,True,True
MLCC_C002180,True,True
MLCC_C002181,True,True
MLCC_C002182,True,True
MLCC_C002183,True,True
MLCC_C002184,True,True
MLCC_C002186,True,True
MLCC_C002187,True,True
MLCC_C002188,True,True
MLCC_C002191,True,True
MLCC_C002192,True,True
MLCC_C002193,True,True
MLCC_C002194,True,True
MLCC_C002195,True,True
MLCC_C002196,True,True
MLCC_C002198,True,True
MLCC_C002199,True,True
MLCC_C002202,True,True
MLCC_C002205,True,True
MLCC_C002208,True,True
MLCC_C002213,True,True
MLCC_C002215,True,True
MLCC_C002217,True,True
MLCC_C002220,True,True
MLCC_C002221,True,True
MLCC_C002222,True,True
MLCC_C002223,True,True
MLCC_C002226,True,True
MLCC_C002231,True,True
MLCC_C002232,True,True
MLCC_C002233,True,True
MLCC_C002234,True,True
MLCC_C002237,True,True
MLCC_C002240,True,True
MLCC_C002241,True,True
MLCC_C002242,True,True
MLCC_C002244,True,True
MLCC_C002245,True,True
MLCC_C002246,True,True
MLCC_C002247,True,True
MLCC_C002250,True,True
MLCC_C002252,True,True
MLCC_C002254,True,True
MLCC_C002255,True,True
MLCC_C002257,True,True
MLCC_C002258,True,True
MLCC_C002260,True,True
MLCC_C002264,True,True
MLCC_C002265,True,True
MLCC_C002269,True,True
MLCC_C002270,True,True
MLCC_C002271,True,True
MLCC_C002272,True,True
MLCC_C002273,True,True
MLCC_C002274,True,True
MLCC_C002277,True,True
MLCC_C002280,True,True
MLCC_C002282,True,True
MLCC_C002284,True,True
MLCC_C002285,True,True
MLCC_C002286,True,True
MLCC_C002287,True,True
MLCC_C002289,True,True
MLCC_C002290,True,True
MLCC_C002291,True,True
MLCC_C002292,True,True
MLCC_C002293,True,True
MLCC_C002294,True,True
MLCC_C002295,True,True
MLCC_C002301,True,True
MLCC_C002302,True,True
MLCC_C002303,True,True
MLCC_C002304,True,True
MLCC_C002305,True,True
MLCC_C002308,True,True
MLCC_C002309,True,True
MLCC_C002312,True,True
MLCC_C002313,True,True
MLCC_C002315,True,True
MLCC_C002317,True,True
MLCC_C002318,True,True
MLCC_C002320,True,True
MLCC_C002323,True,True
MLCC_C002324,True,True
MLCC_C002325,True,True
MLCC_C002326,True,True
MLCC_C002327,True,True
MLCC_C002330,True,True
MLCC_C002332,True,True
MLCC_C002333,True,True
MLCC_C002336,True,True
MLCC_C002337,True,True
MLCC_C002338,True,True
MLCC_C002340,True,True
MLCC_C002341,True,True
MLCC_C002343,True,True
MLCC_C002345,True,True
MLCC_C002347,True,True
MLCC_C002348,True,True
MLCC_C002349,True,True
MLCC_C002350,True,True
MLCC_C002351,True,True
MLCC_C002352,True,True
MLCC_C002353,True,True
MLCC_C002354,True,True
MLCC_C002355,True,True
MLCC_C002357,True,True
MLCC_C002358,True,True
MLCC_C002359,True,True
MLCC_C002360,True,True
MLCC_C002361,True,True
MLCC_C002362,True,True
MLCC_C002367,True,True
MLCC_C002369,True,True
MLCC_C002371,True,True
MLCC_C002375,True,True
MLCC_C002377,True,True
MLCC_C002378,True,True
MLCC_C002379,True,True
MLCC_C002381,True,True
MLCC_C002383,True,True
MLCC_C002385,True,True
MLCC_C002387,True,True
MLCC_C002388,True,True
MLCC_C002389,True,True
MLCC_C002391,True,True
MLCC_C002394,True,True
MLCC_C002395,True,True
MLCC_C002396,True,True
MLCC_C002397,True,True
MLCC_C002399,True,True
MLCC_C002400,True,True
MLCC_C002403,True,True
MLCC_C002405,True,True
MLCC_C002406,True,True
MLCC_C002407,True,True
MLCC_C002408,True,True
MLCC_C002409,True,True
MLCC_C002412,True,True
MLCC_C002413,True,True
MLCC_C002414,True,True
MLCC_C002421,True,True
MLCC_C002422,True,True
MLCC_C002423,True,True
MLCC_C002429,True,True
MLCC_C002430,True,True
MLCC_C002431,True,True
MLCC_C002434,True,True
MLCC_C002438,True,True
MLCC_C002441,True,True
MLCC_C002443,True,True
MLCC_C002448,True,True
MLCC_C002450,True,True
MLCC_C002451,True,True
MLCC_C002459,True,True
MLCC_C002462,True,True
MLCC_C002464,True,True
MLCC_C002465,True,True
MLCC_C002466,True,True
MLCC_C002467,True,True
MLCC_C002469,True,True
MLCC_C002470,True,True
MLCC_C002471,True,True
MLCC_C002472,True,True
MLCC_C002473,True,True
MLCC_C002474,True,True
MLCC_C002475,True,True
MLCC_C002476,True,True
MLCC_C002477,True,True
MLCC_C002479,True,True
MLCC_C002482,True,True
MLCC_C002484,True,True
MLCC_C002486,True,True
MLCC_C002488,True,True
MLCC_C002491,True,True
MLCC_C002492,True,True
MLCC_C002494,True,True
MLCC_C002495,True,True
MLCC_C002496,True,True
MLCC_C002498,True,True
MLCC_C002499,True,True
MLCC_C002501,True,True
MLCC_C002502,True,True
MLCC_C002503,True,True
MLCC_C002505,True,True
MLCC_C002506,True,True
MLCC_C002507,True,True
MLCC_C002509,True,True
MLCC_C002512,True,True
MLCC_C002513,True,True
MLCC_C002514,True,True
MLCC_C002516,True,True
MLCC_C002520,True,True
MLCC_C002521,True,True
MLCC_C002523,True,True
MLCC_C002524,True,True
MLCC_C002525,True,True
MLCC_C002526,True,True
MLCC_C002527,True,True
MLCC_C002531,True,True
MLCC_C002533,True,True
MLCC_C002535,True,True
MLCC_C002536,True,True
MLCC_C002537,True,True
MLCC_C002541,True,True
MLCC_C002542,True,True
MLCC_C002544,True,True
MLCC_C002545,True,True
MLCC_C002546,True,True
MLCC_C002548,True,True
MLCC_C002549,True,True
MLCC_C002550,True,True
MLCC_C002552,True,True
MLCC_C002553,True,True
MLCC_C002555,True,True
MLCC_C002556,True,True
MLCC_C002557,True,True
MLCC_C002558,True,True
MLCC_C002559,True,True
MLCC_C002563,True,True
MLCC_C002564,True,True
MLCC_C002565,True,True
MLCC_C002567,True,True
MLCC_C002568,True,True
MLCC_C002569,True,True
MLCC_C002571,True,True
MLCC_C002572,True,True
MLCC_C002573,True,True
MLCC_C002574,True,True
MLCC_C002575,True,True
MLCC_C002576,True,True
MLCC_C002577,True,True
MLCC_C002580,True,True
MLCC_C002581,True,True
MLCC_C002582,True,True
MLCC_C002586,True,True
MLCC_C002588,True,True
MLCC_C002590,True,True
MLCC_C002591,True,True
MLCC_C002592,True,True
MLCC_C002593,True,True
MLCC_C002596,True,True
MLCC_C002598,True,True
MLCC_C002600,True,True
MLCC_C002601,True,True
MLCC_C002603,True,True
MLCC_C002604,True,True
MLCC_C002605,True,True
MLCC_C002606,True,True
MLCC_C002607,True,True
MLCC_C002609,True,True
MLCC_C002610,True,True
MLCC_C002611,True,True
MLCC_C002612,True,True
MLCC_C002613,True,True
MLCC_C002616,True,True
MLCC_C002619,True,True
MLCC_C002620,True,True
MLCC_C002621,True,True
MLCC_C002625,True,True
MLCC_C002627,True,True
MLCC_C002628,True,True
MLCC_C002629,True,True
MLCC_C002630,True,True
MLCC_C002631,True,True
MLCC_C002633,True,True
MLCC_C002634,True,True
MLCC_C002635,True,True
MLCC_C002638,True,True
MLCC_C002640,True,True
MLCC_C002641,True,True
MLCC_C002642,True,True
MLCC_C002644,True,True
MLCC_C002645,True,True
MLCC_C002646,True,True
MLCC_C002647,True,True
MLCC_C002649,True,True
MLCC_C002650,True,True
MLCC_C002651,True,True
MLCC_C002652,True,True
MLCC_C002654,True,True
MLCC_C002655,True,True
MLCC_C002656,True,True
MLCC_C002657,True,True
MLCC_C002658,True,True
MLCC_C002660,True,True
MLCC_C002661,True,True
MLCC_C002662,True,True
MLCC_C002664,True,True
MLCC_C002666,True,True
MLCC_C002667,True,True
MLCC_C002668,True,True
MLCC_C002669,True,True
MLCC_C002671,True,True
MLCC_C002672,True,True
MLCC_C002674,True,True
MLCC_C002675,True,True
MLCC_C002676,True,True
MLCC_C002677,True,True
MLCC_C002679,True,True
MLCC_C002682,True,True
MLCC_C002686,True,True
MLCC_C002688,True,True
MLCC_C002689,True,True
MLCC_C002691,True,True
MLCC_C002695,True,True
MLCC_C002697,True,True
MLCC_C002702,True,True
MLCC_C002703,True,True
MLCC_C002705,True,True
MLCC_C002706,True,True
MLCC_C002707,True,True
MLCC_C002709,True,True
MLCC_C002712,True,True
MLCC_C002714,True,True
MLCC_C002716,True,True
MLCC_C002717,True,True
MLCC_C002718,True,True
MLCC_C002719,True,True
MLCC_C002720,True,True
MLCC_C002723,True,True
MLCC_C002724,True,True
MLCC_C002725,True,True
MLCC_C002729,True,True
MLCC_C002730,True,True
MLCC_C002732,True,True
MLCC_C002733,True,True
MLCC_C002735,True,True
MLCC_C002738,True,True
MLCC_C002739,True,True
MLCC_C002740,True,True
MLCC_C002742,True,True
MLCC_C002743,True,True
MLCC_C002744,True,True
MLCC_C002746,True,True
MLCC_C002747,True,True
MLCC_C002748,True,True
MLCC_C002750,True,True
MLCC_C002753,True,True
MLCC_C002755,True,True
MLCC_C002756,True,True
MLCC_C002758,True,True
MLCC_C002760,True,True
MLCC_C002761,True,True
MLCC_C002762,True,True
MLCC_C002765,True,True
MLCC_C002766,True,True
MLCC_C002767,True,True
MLCC_C002768,True,True
MLCC_C002769,True,True
MLCC_C002772,True,True
MLCC_C002775,True,True
MLCC_C002776,True,True
MLCC_C002779,True,True
MLCC_C002780,True,True
MLCC_C002781,True,True
MLCC_C002783,True,True
MLCC_C002784,True,True
MLCC_C002785,True,True
MLCC_C002787,True,True
MLCC_C002788,True,True
MLCC_C002789,True,True
MLCC_C002790,True,True
MLCC_C002791,True,True
MLCC_C002792,True,True
MLCC_C002793,True,True
MLCC_C002794,True,True
MLCC_C002795,True,True
MLCC_C002796,True,True
MLCC_C002797,True,True
MLCC_C002800,True,True
MLCC_C002803,True,True
MLCC_C002804,True,True
MLCC_C002807,True,True
MLCC_C002809,True,True
MLCC_C002813,True,True
MLCC_C002814,True,True
MLCC_C002815,True,True
MLCC_C002816,True,True
MLCC_C002817,True,True
MLCC_C002818,True,True
MLCC_C002819,True,True
MLCC_C002820,True,True
MLCC_C002821,True,True
MLCC_C002823,True,True
MLCC_C002824,True,True
MLCC_C002825,True,True
MLCC_C002826,True,True
MLCC_C002827,True,True
MLCC_C002829,True,True
MLCC_C002830,True,True
MLCC_C002836,True,True
MLCC_C002837,True,True
MLCC_C002838,True,True
MLCC_C002839,True,True
MLCC_C002840,True,True
MLCC_C002843,True,True
MLCC_C002844,True,True
MLCC_C002845,True,True
MLCC_C002846,True,True
MLCC_C002848,True,True
MLCC_C002854,True,True
MLCC_C002855,True,True
MLCC_C002856,True,True
MLCC_C002857,True,True
MLCC_C002859,True,True
MLCC_C002863,True,True
MLCC_C002868,True,True
MLCC_C002869,True,True
MLCC_C002870,True,True
MLCC_C002871,True,True
MLCC_C002872,True,True
MLCC_C002873,True,True
MLCC_C002874,True,True
MLCC_C002875,True,True
MLCC_C002879,True,True
MLCC_C002880,True,True
MLCC_C002881,True,True
MLCC_C002882,True,True
MLCC_C002885,True,True
MLCC_C002886,True,True
MLCC_C002889,True,True
MLCC_C002890,True,True
MLCC_C002891,True,True
MLCC_C002892,True,True
MLCC_C002893,True,True
MLCC_C002894,True,True
MLCC_C002895,True,True
MLCC_C002896,True,True
MLCC_C002901,True,True
MLCC_C002903,True,True
MLCC_C002905,True,True
MLCC_C002907,True,True
MLCC_C002908,True,True
MLCC_C002909,True,True
MLCC_C002910,True,True
MLCC_C002911,True,True
MLCC_C002912,True,True
MLCC_C002913,True,True
MLCC_C002914,True,True
MLCC_C002915,True,True
MLCC_C002917,True,True
MLCC_C002918,True,True
MLCC_C002919,True,True
MLCC_C002920,True,True
MLCC_C002923,True,True
MLCC_C002924,True,True
MLCC_C002925,True,True
MLCC_C002926,True,True
MLCC_C002927,True,True
MLCC_C002928,True,True
MLCC_C002929,True,True
MLCC_C002933,True,True
MLCC_C002934,True,True
MLCC_C002935,True,True
MLCC_C002936,True,True
MLCC_C002937,True,True
MLCC_C002940,True,True
MLCC_C002941,True,True
MLCC_C002946,True,True
MLCC_C002947,True,True
MLCC_C002951,True,True
MLCC_C002953,True,True
MLCC_C002954,True,True
MLCC_C002955,True,True
MLCC_C002956,True,True
MLCC_C002957,True,True
MLCC_C002959,True,True
MLCC_C002960,True,True
MLCC_C002961,True,True
MLCC_C002962,True,True
MLCC_C002963,True,True
MLCC_C002964,True,True
MLCC_C002965,True,True
MLCC_C002968,True,True
MLCC_C002969,True,True
MLCC_C002971,True,True
MLCC_C002972,True,True
MLCC_C002975,True,True
MLCC_C002977,True,True
MLCC_C002980,True,True
MLCC_C002981,True,True
MLCC_C002982,True,True
MLCC_C002983,True,True
MLCC_C002984,True,True
MLCC_C002985,True,True
MLCC_C002986,True,True
MLCC_C002987,True,True
MLCC_C002988,True,True
MLCC_C002990,True,True
MLCC_C002991,True,True
MLCC_C002994,True,True
MLCC_C002995,True,True
MLCC_C002997,True,True
MLCC_C002999,True,True
MLCC_C003000,True,True
MLCC_C003006,True,True
MLCC_C003008,True,True
MLCC_C003009,True,True
MLCC_C003010,True,True
MLCC_C003011,True,True
MLCC_C003012,True,True
MLCC_C003013,True,True
MLCC_C003014,True,True
MLCC_C003015,True,True
MLCC_C003018,True,True
MLCC_C003020,True,True
MLCC_C003021,True,True
MLCC_C003023,True,True
MLCC_C003025,True,True
MLCC_C003026,True,True
MLCC_C003028,True,True
MLCC_C003029,True,True
MLCC_C003032,True,True
MLCC_C003034,True,True
MLCC_C003035,True,True
MLCC_C003036,True,True
MLCC_C003038,True,True
MLCC_C003040,True,True
MLCC_C003041,True,True
MLCC_C003042,True,True
MLCC_C003047,True,True
MLCC_C003049,True,True
MLCC_C003050,True,True
MLCC_C003053,True,True
MLCC_C003054,True,True
MLCC_C003055,True,True
MLCC_C003056,True,True
MLCC_C003057,True,True
MLCC_C003058,True,True
MLCC_C003059,True,True
MLCC_C003062,True,True
MLCC_C003066,True,True
MLCC_C003067,True,True
MLCC_C003069,True,True
MLCC_C003070,True,True
MLCC_C003072,True,True
MLCC_C003073,True,True
MLCC_C003074,True,True
MLCC_C003076,True,True
MLCC_C003077,True,True
MLCC_C003081,True,True
MLCC_C003082,True,True
MLCC_C003086,True,True
MLCC_C003087,True,True
MLCC_C003088,True,True
MLCC_C003089,True,True
MLCC_C003090,True,True
MLCC_C003091,True,True
MLCC_C003092,True,True
MLCC_C003095,True,True
MLCC_C003096,True,True
MLCC_C003097,True,True
MLCC_C003098,True,True
MLCC_C003101,True,True
MLCC_C003102,True,True
MLCC_C003105,True,True
MLCC_C003106,True,True
MLCC_C003107,True,True
MLCC_C003108,True,True
MLCC_C003111,True,True
MLCC_C003113,True,True
MLCC_C003115,True,True
MLCC_C003116,True,True
MLCC_C003117,True,True
MLCC_C003118,True,True
MLCC_C003119,True,True
MLCC_C003120,True,True
MLCC_C003122,True,True
MLCC_C003124,True,True
MLCC_C003125,True,True
MLCC_C003128,True,True
MLCC_C003129,True,True
MLCC_C003130,True,True
MLCC_C003131,True,True
MLCC_C003133,True,True
MLCC_C003136,True,True
MLCC_C003137,True,True
MLCC_C003138,True,True
MLCC_C003139,True,True
MLCC_C003141,True,True
MLCC_C003142,True,True
MLCC_C003143,True,True
MLCC_C003144,True,True
MLCC_C003147,True,True
MLCC_C003152,True,True
MLCC_C003153,True,True
MLCC_C003155,True,True
MLCC_C003157,True,True
MLCC_C003159,True,True
MLCC_C003160,True,True
MLCC_C003161,True,True
MLCC_C003162,True,True
MLCC_C003163,True,True
MLCC_C003164,True,True
MLCC_C003165,True,True
MLCC_C003167,True,True
MLCC_C003168,True,True
MLCC_C003169,True,True
MLCC_C003170,True,True
MLCC_C003172,True,True
MLCC_C003173,True,True
MLCC_C003175,True,True
MLCC_C003176,True,True
MLCC_C003177,True,True
MLCC_C003178,True,True
MLCC_C003179,True,True
MLCC_C003180,True,True
MLCC_C003181,True,True
MLCC_C003183,True,True
MLCC_C003184,True,True
MLCC_C003186,True,True
MLCC_C003187,True,True
MLCC_C003188,True,True
MLCC_C003190,True,True
MLCC_C003191,True,True
MLCC_C003192,True,True
MLCC_C003193,True,True
MLCC_C003194,True,True
MLCC_C003195,True,True
MLCC_C003196,True,True
MLCC_C003198,True,True
MLCC_C003200,True,True
MLCC_C003201,True,True
MLCC_C003202,True,True
MLCC_C003203,True,True
MLCC_C003204,True,True
MLCC_C003205,True,True
MLCC_C003206,True,True
MLCC_C003208,True,True
MLCC_C003210,True,True
MLCC_C003212,True,True
MLCC_C003213,True,True
MLCC_C003215,True,True
MLCC_C003216,True,True
MLCC_C003219,True,True
MLCC_C003220,True,True
MLCC_C003222,True,True
MLCC_C003223,True,True
MLCC_C003224,True,True
MLCC_C003225,True,True
MLCC_C003227,True,True
MLCC_C003229,True,True
MLCC_C003234,True,True
MLCC_C003235,True,True
MLCC_C003236,True,True
MLCC_C003237,True,True
MLCC_C003240,True,True
MLCC_C003243,True,True
MLCC_C003244,True,True
MLCC_C003246,True,True
MLCC_C003247,True,True
MLCC_C003248,True,True
MLCC_C003250,True,True
MLCC_C003251,True,True
MLCC_C003253,True,True
MLCC_C003255,True,True
MLCC_C003258,True,True
MLCC_C003261,True,True
MLCC_C003262,True,True
MLCC_C003267,True,True
MLCC_C003268,True,True
MLCC_C003269,True,True
MLCC_C003270,True,True
MLCC_C003272,True,True
MLCC_C003273,True,True
MLCC_C003277,True,True
MLCC_C003278,True,True
MLCC_C003279,True,True
MLCC_C003280,True,True
MLCC_C003281,True,True
MLCC_C003282,True,True
MLCC_C003283,True,True
MLCC_C003284,True,True
MLCC_C003285,True,True
MLCC_C003287,True,True
MLCC_C003290,True,True
MLCC_C003294,True,True
MLCC_C003295,True,True
MLCC_C003297,True,True
MLCC_C003298,True,True
MLCC_C003299,True,True
MLCC_C003301,True,True
MLCC_C003302,True,True
MLCC_C003305,True,True
MLCC_C003306,True,True
MLCC_C003307,True,True
MLCC_C003308,True,True
MLCC_C003309,True,True
MLCC_C003310,True,True
MLCC_C003313,True,True
MLCC_C003315,True,True
MLCC_C003316,True,True
MLCC_C003318,True,True
MLCC_C003320,True,True
MLCC_C003321,True,True
MLCC_C003322,True,True
MLCC_C003323,True,True
MLCC_C003324,True,True
MLCC_C003325,True,True
MLCC_C003328,True,True
MLCC_C003329,True,True
MLCC_C003331,True,True
MLCC_C003332,True,True
MLCC_C003333,True,True
MLCC_C003337,True,True
MLCC_C003338,True,True
MLCC_C003340,True,True
MLCC_C003341,True,True
MLCC_C003342,True,True
MLCC_C003344,True,True
MLCC_C003345,True,True
MLCC_C003347,True,True
MLCC_C003348,True,True
MLCC_C003351,True,True
MLCC_C003353,True,True
MLCC_C003355,True,True
MLCC_C003356,True,True
MLCC_C003358,True,True
MLCC_C003359,True,True
MLCC_C003361,True,True
MLCC_C003363,True,True
MLCC_C003364,True,True
MLCC_C003365,True,True
MLCC_C003366,True,True
MLCC_C003367,True,True
MLCC_C003369,True,True
MLCC_C003370,True,True
MLCC_C003371,True,True
MLCC_C003374,True,True
MLCC_C003375,True,True
MLCC_C003376,True,True
MLCC_C003377,True,True
MLCC_C003378,True,True
MLCC_C003379,True,True
MLCC_C003381,True,True
MLCC_C003383,True,True
MLCC_C003385,True,True
MLCC_C003386,True,True
MLCC_C003388,True,True
MLCC_C003389,True,True
MLCC_C003390,True,True
MLCC_C003394,True,True
MLCC_C003396,True,True
MLCC_C003398,True,True
MLCC_C003399,True,True
MLCC_C003400,True,True
MLCC_C003401,True,True
MLCC_C003404,True,True
MLCC_C003405,True,True
MLCC_C003408,True,True
MLCC_C003409,True,True
MLCC_C003412,True,True
MLCC_C003414,True,True
MLCC_C003415,True,True
MLCC_C003417,True,True
MLCC_C003418,True,True
MLCC_C003420,True,True
MLCC_C003421,True,True
MLCC_C003422,True,True
MLCC_C003423,True,True
MLCC_C003424,True,True
MLCC_C003425,True,True
MLCC_C003428,True,True
MLCC_C003429,True,True
MLCC_C003430,True,True
MLCC_C003433,True,True
MLCC_C003435,True,True
MLCC_C003437,True,True
MLCC_C003439,True,True
MLCC_C003440,True,True
MLCC_C003442,True,True
MLCC_C003443,True,True
MLCC_C003444,True,True
MLCC_C003446,True,True
MLCC_C003447,True,True
MLCC_C003448,True,True
MLCC_C003451,True,True
MLCC_C003452,True,True
MLCC_C003457,True,True
MLCC_C003458,True,True
MLCC_C003460,True,True
MLCC_C003462,True,True
MLCC_C003464,True,True
MLCC_C003465,True,True
MLCC_C003466,True,True
MLCC_C003467,True,True
MLCC_C003468,True,True
MLCC_C003470,True,True
MLCC_C003472,True,True
MLCC_C003476,True,True
MLCC_C003477,True,True
MLCC_C003478,True,True
MLCC_C003479,True,True
MLCC_C003481,True,True
MLCC_C003483,True,True
MLCC_C003484,True,True
MLCC_C003485,True,True
MLCC_C003486,True,True
MLCC_C003489,True,True
MLCC_C003491,True,True
MLCC_C003492,True,True
MLCC_C003494,True,True
MLCC_C003496,True,True
MLCC_C003497,True,True
MLCC_C003498,True,True
MLCC_C003499,True,True
MLCC_C003500,True,True
MLCC_C003501,True,True
MLCC_C003503,True,True
MLCC_C003506,True,True
MLCC_C003507,True,True
MLCC_C003508,True,True
MLCC_C003509,True,True
MLCC_C003510,True,True
MLCC_C003511,True,True
MLCC_C003517,True,True
MLCC_C003518,True,True
MLCC_C003520,True,True
MLCC_C003522,True,True
MLCC_C003524,True,True
MLCC_C003527,True,True
MLCC_C003528,True,True
MLCC_C003529,True,True
MLCC_C003530,True,True
MLCC_C003531,True,True
MLCC_C003532,True,True
MLCC_C003533,True,True
MLCC_C003534,True,True
MLCC_C003535,True,True
MLCC_C003537,True,True
MLCC_C003541,True,True
MLCC_C003542,True,True
MLCC_C003543,True,True
MLCC_C003544,True,True
MLCC_C003545,True,True
MLCC_C003553,True,True
MLCC_C003556,True,True
MLCC_C003558,True,True
MLCC_C003561,True,True
MLCC_C003562,True,True
MLCC_C003563,True,True
MLCC_C003565,True,True
MLCC_C003566,True,True
MLCC_C003567,True,True
MLCC_C003568,True,True
MLCC_C003569,True,True
MLCC_C003570,True,True
MLCC_C003572,True,True
MLCC_C003575,True,True
MLCC_C003576,True,True
MLCC_C003579,True,True
MLCC_C003582,True,True
MLCC_C003583,True,True
MLCC_C003586,True,True
MLCC_C003587,True,True
MLCC_C003588,True,True
MLCC_C003591,True,True
MLCC_C003592,True,True
MLCC_C003593,True,True
MLCC_C003595,True,True
MLCC_C003598,True,True
MLCC_C003600,True,True
MLCC_C003604,True,True
MLCC_C003605,True,True
MLCC_C003606,True,True
MLCC_C003609,True,True
MLCC_C003610,True,True
MLCC_C003611,True,True
MLCC_C003616,True,True
MLCC_C003620,True,True
MLCC_C003621,True,True
MLCC_C003622,True,True
